Protein	Protein ID	Entry Name	Gene	Length	Organism	Protein Description	Protein Existence	Coverage	Protein Probability	Top Peptide Probability	Total Peptides	Unique Peptides	Razor Peptides	Total Spectral Count	Unique Spectral Count	Razor Spectral Count	Total Intensity	Unique Intensity	Razor Intensity	Razor Assigned Modifications	Razor Observed Modifications	Indistinguishable Proteins	channel_126	channel_127N	channel_127C	channel_128N	channel_128C	channel_129N	channel_129C	channel_130N	channel_130C	channel_131N	channel_131C	channel_132N	channel_132C	channel_133N	channel_133C	channel_134N	channel_134C	channel_135N
sp|Q9BWQ8|LFG2_HUMAN	Q9BWQ8	LFG2_HUMAN	FAIM2	316	Homo sapiens	Protein lifeguard 2	1:Experimental evidence at protein level	4.43	0.9841	0.9990	1	1	1	1	1	1	1198532	1198532	1198532	14K(304.2072), N-term(304.2072)			31521.6719	83545.1641	15936.0703	8681.6904	6604.2441	1820.7253	1664.0507	1073.8176	2205.9094	8963.8477	6090.2197	15626.6689	11234.5801	2926.8267	2225.9363	2525.8960	4501.5396	3270.0701
sp|Q9BXK5|B2L13_HUMAN	Q9BXK5	B2L13_HUMAN	BCL2L13	485	Homo sapiens	Bcl-2-like protein 13	1:Experimental evidence at protein level	2.27	0.9841	0.9990	1	1	1	1	1	1	252578	252578	252578	11K(304.2072), N-term(304.2072)			13640.2939	54161.7188	18609.0039	2763.7251	4272.7773	0.0000	0.0000	0.0000	0.0000	2762.5801	3144.7014	10964.5322	14239.6748	0.0000	1561.9175	1688.8380	8849.9053	8163.5684
sp|Q9BYC8|RM32_HUMAN	Q9BYC8	RM32_HUMAN	MRPL32	188	Homo sapiens	39S ribosomal protein L32, mitochondrial	1:Experimental evidence at protein level	6.91	0.9841	0.9990	1	1	1	1	1	1	475632	475632	475632	13K(304.2072), 6C(57.0215), 9C(57.0215), N-term(304.2072)			44975.4297	97685.1719	27653.6191	9435.1748	15086.5996	11618.1270	2583.5566	1990.2700	4255.0591	6536.7925	7970.7803	18422.6016	29580.7988	6147.6382	4990.5308	5881.8901	17205.9609	16367.2578
sp|Q9GZY8|MFF_HUMAN	Q9GZY8	MFF_HUMAN	MFF	342	Homo sapiens	Mitochondrial fission factor	1:Experimental evidence at protein level	4.68	0.9841	0.9990	1	1	1	1	1	1	532004	532004	532004	N-term(304.2072)			0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
sp|Q9H1V8|S6A17_HUMAN	Q9H1V8	S6A17_HUMAN	SLC6A17	727	Homo sapiens	Sodium-dependent neutral amino acid transporter SLC6A17	1:Experimental evidence at protein level	1.65	0.9841	0.9990	1	1	1	1	1	1	284407	284407	284407	N-term(304.2072)			17642.3672	47534.1016	16738.1562	2518.7717	8803.5537	0.0000	0.0000	0.0000	1285.9813	4666.2554	5144.8701	7987.4619	13485.8672	1826.3613	1431.1179	1962.1765	12803.3877	11737.5654
sp|Q9H3K6|BOLA2_HUMAN	Q9H3K6	BOLA2_HUMAN	BOLA2B	86	Homo sapiens	BolA-like protein 2	1:Experimental evidence at protein level	18.60	0.9841	0.9990	1	1	1	1	1	1	1004483	1004483	1004483	N-term(304.2072)			8359.9014	25041.7773	8824.9219	3864.5208	6645.0430	1951.6848	2256.3203	0.0000	1819.5154	6678.1885	3309.0288	10581.0312	7425.9683	2586.8303	2932.9827	3902.1968	5834.8066	5821.8228
sp|Q9H3Z4|DNJC5_HUMAN	Q9H3Z4	DNJC5_HUMAN	DNAJC5	198	Homo sapiens	DnaJ homolog subfamily C member 5	1:Experimental evidence at protein level	4.55	0.9841	0.9990	1	1	1	1	1	1	2015453	2015453	2015453	8K(304.2072), 9K(304.2072), N-term(304.2072)			192035.0156	367820.1250	59076.5352	26858.8477	12929.1162	3508.5859	2340.4600	2224.9609	2635.3726	11103.2363	8058.2412	16523.6680	23980.4141	3029.7063	9003.7734	4596.8594	21947.9805	13144.0137
sp|Q9NQP4|PFD4_HUMAN	Q9NQP4	PFD4_HUMAN	PFDN4	134	Homo sapiens	Prefoldin subunit 4	1:Experimental evidence at protein level	11.19	0.9841	0.9990	1	1	1	1	1	1	208688	208688	208688	15K(304.2072), N-term(304.2072)			7077.7563	20471.2246	8516.7197	2862.7131	5185.0532	0.0000	0.0000	0.0000	1553.0310	0.0000	2744.4629	3041.0281	14194.4258	1515.5122	4383.5303	3555.2642	9367.1846	8440.0166
sp|Q9NU23|LYRM2_HUMAN	Q9NU23	LYRM2_HUMAN	LYRM2	88	Homo sapiens	LYR motif-containing protein 2	1:Experimental evidence at protein level	10.23	0.9841	0.9990	1	1	1	1	1	1	500642	500642	500642	N-term(304.2072)			15678.7920	53059.5469	65908.3672	6617.8906	9157.8174	2750.6426	4315.0518	2593.4309	4364.6230	7644.0171	9604.2686	12581.6445	22120.8594	4999.0493	6344.3784	4421.5278	16734.5586	11404.7012
sp|Q9NZH0|GPC5B_HUMAN	Q9NZH0	GPC5B_HUMAN	GPRC5B	403	Homo sapiens	G-protein coupled receptor family C group 5 member B	2:Experimental evidence at transcript level	2.98	0.9841	0.9990	1	1	1	1	1	1	477966	477966	477966	N-term(304.2072)			38413.9688	58213.2344	15221.2812	5879.0786	10270.9316	1536.9445	2164.0088	1740.4487	1936.1847	9190.3350	4829.1079	13276.2061	14770.8447	2940.3813	3851.1182	2674.4265	9775.4688	6758.4658
sp|Q9UIK5|TEFF2_HUMAN	Q9UIK5	TEFF2_HUMAN	TMEFF2	374	Homo sapiens	Tomoregulin-2	1:Experimental evidence at protein level	3.48	0.9841	0.9990	1	1	1	1	1	1	849988	849988	849988	12C(57.0215), 1C(57.0215), N-term(304.2072)			19623.4336	52529.1797	16851.5898	4139.6841	4747.6475	0.0000	0.0000	3302.6697	1256.7515	10763.5801	4650.3228	9418.1035	6877.0449	2945.7986	3515.3943	2621.2327	6260.3066	4582.7378
sp|Q9UK22|FBX2_HUMAN	Q9UK22	FBX2_HUMAN	FBXO2	296	Homo sapiens	F-box only protein 2	1:Experimental evidence at protein level	4.05	0.9841	0.9990	1	1	1	1	1	1	245752	245752	245752	12K(304.2072), 5C(57.0215), N-term(304.2072)			16131.2051	29140.3379	14141.5420	2298.1594	16130.5244	0.0000	1579.7866	1485.4620	1539.2964	3963.4016	4930.6465	17166.1230	25543.3359	2736.2241	3904.5647	3463.6091	21886.5762	14628.6143
sp|Q9ULP0|NDRG4_HUMAN	Q9ULP0	NDRG4_HUMAN	NDRG4	352	Homo sapiens	Protein NDRG4	1:Experimental evidence at protein level	2.84	0.9841	0.9990	1	1	1	1	1	1	550150	550150	550150	10K(304.2072), N-term(304.2072)			15717.0195	30224.2012	12227.2363	3834.2214	17204.4570	0.0000	0.0000	0.0000	2925.2646	3046.2554	5963.7939	15316.3125	20327.9609	7174.8345	4912.3442	2268.2014	14063.1807	12550.1689
sp|Q9UMY4|SNX12_HUMAN	Q9UMY4	SNX12_HUMAN	SNX12	162	Homo sapiens	Sorting nexin-12	1:Experimental evidence at protein level	5.56	0.9841	0.9990	1	1	1	1	1	1	353600	353600	353600	9K(304.2072), N-term(304.2072)			9508.2324	43401.6523	15055.8262	2011.9860	12393.1064	2105.9915	1994.6561	1662.6127	1404.5876	3227.2749	2323.9685	9214.1338	14490.8037	2323.2974	2843.4045	1415.2676	5547.9258	7299.9517
sp|Q9Y241|HIG1A_HUMAN	Q9Y241	HIG1A_HUMAN	HIGD1A	93	Homo sapiens	HIG1 domain family member 1A, mitochondrial	1:Experimental evidence at protein level	19.35	0.9841	0.9990	1	1	1	1	1	1	608812	608812	608812	18K(304.2072), N-term(42.0106)			7416.4048	15957.7080	9266.2520	6605.6558	12977.6250	4379.6416	4347.3496	6692.4810	5276.5010	18939.6191	4055.8457	11528.5449	18914.0254	6227.7007	5314.6011	6548.9053	9749.0527	9814.3057
sp|Q9Y291|RT33_HUMAN	Q9Y291	RT33_HUMAN	MRPS33	106	Homo sapiens	28S ribosomal protein S33, mitochondrial	1:Experimental evidence at protein level	8.49	0.9841	0.9990	1	1	1	1	1	1	363257	363257	363257	9K(304.2072), N-term(304.2072)			5093.3003	69844.5781	12108.5820	2796.7129	1163.7220	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3921.6177	1084.3329	2035.7981	0.0000	1892.6781	0.0000
sp|Q9Y4L1|HYOU1_HUMAN	Q9Y4L1	HYOU1_HUMAN	HYOU1	999	Homo sapiens	Hypoxia up-regulated protein 1	1:Experimental evidence at protein level	1.70	0.9841	0.9990	1	1	1	1	1	1	221547	221547	221547	16K(304.2072), 17K(304.2072), N-term(304.2072)			11988.9492	31606.4922	8271.2363	1250.7366	7128.3169	1286.9265	1104.6736	1291.8026	0.0000	7300.3740	2514.1902	9884.2568	14084.2949	0.0000	0.0000	0.0000	6201.2539	4597.8628
sp|Q9Y653|AGRG1_HUMAN	Q9Y653	AGRG1_HUMAN	ADGRG1	693	Homo sapiens	Adhesion G-protein coupled receptor G1	1:Experimental evidence at protein level	1.44	0.9841	0.9990	1	1	1	1	1	1	300019	300019	300019	10K(304.2072), N-term(304.2072)			78544.4141	19683.8770	6682.0796	0.0000	1184.0911	2398.4639	0.0000	0.0000	0.0000	2002.4601	2271.4673	3110.3435	3584.5569	1203.1340	0.0000	0.0000	4192.7275	2217.8223
sp|Q9Y6I3|EPN1_HUMAN	Q9Y6I3	EPN1_HUMAN	EPN1	576	Homo sapiens	Epsin-1	1:Experimental evidence at protein level	1.74	0.9841	0.9990	1	1	1	1	1	1	312861	312861	312861	10K(304.2072), N-term(304.2072)			17618.5391	110381.6953	25062.1680	5178.9810	5968.0034	1139.2311	1523.8508	0.0000	1595.1902	4111.8096	6045.4253	7812.9390	10454.1914	3216.4783	3285.5569	2231.9766	12280.1738	12913.4766
sp|P01857|IGHG1_HUMAN	P01857	IGHG1_HUMAN	IGHG1	330	Homo sapiens	Immunoglobulin heavy constant gamma 1	1:Experimental evidence at protein level	3.64	0.9840	0.9990	1	1	1	2	2	2	320029	320029	320029	12K(304.2072), N-term(304.2072)			88958.8672	26217.9023	14022.6675	1615.2002	11400.5454	43325.5664	0.0000	5213.0039	3851.1702	5224.0386	4834.4326	17328.3853	13686.7739	5254.8617	1601.6067	8324.0037	11738.3931	11276.7983
sp|P36871|PGM1_HUMAN	P36871	PGM1_HUMAN	PGM1	562	Homo sapiens	Phosphoglucomutase-1	1:Experimental evidence at protein level	2.67	0.9840	0.9990	1	1	1	1	1	1	527226	527226	527226	8K(304.2072), N-term(304.2072)			29634.5020	45134.8164	11469.1162	5074.0366	16545.6953	4355.0947	2173.1641	0.0000	0.0000	4566.3208	6924.9912	14652.7334	29996.2051	8477.6104	6695.7588	7725.6362	32805.2031	17172.2695
sp|P56277|CMC4_HUMAN	P56277	CMC4_HUMAN	CMC4	68	Homo sapiens	Cx9C motif-containing protein 4	1:Experimental evidence at protein level	25.00	0.9840	0.9990	1	1	1	1	1	1	186620	186620	186620	4C(57.0215), 9K(304.2072), N-term(304.2072)			8264.9248	22826.4785	23445.7051	2080.2705	4879.6162	2930.4624	2914.6150	0.0000	3297.3801	5410.6104	4714.0361	10023.9717	17581.1797	4962.9082	6505.5894	4315.4082	6027.4375	7751.0898
sp|P61769|B2MG_HUMAN	P61769	B2MG_HUMAN	B2M	119	Homo sapiens	Beta-2-microglobulin	1:Experimental evidence at protein level	8.40	0.9840	0.9990	1	1	1	1	1	1	337762	337762	337762	10K(304.2072), N-term(304.2072)			43015.2344	49349.9883	18816.9375	8875.7266	10494.8311	4752.4351	2654.1013	2964.9280	1999.9205	10094.0322	5551.6489	17291.8281	18352.4219	5278.4053	5729.0376	3735.2087	10942.0518	9583.7998
sp|P62854|RS26_HUMAN	P62854	RS26_HUMAN	RPS26	115	Homo sapiens	40S ribosomal protein S26	1:Experimental evidence at protein level	7.83	0.9840	0.9990	1	0	1	1	0	1	1147742	     0	1147742	N-term(304.2072)		sp|Q5JNZ5|RS26L_HUMAN	115003.0469	120307.1797	27580.3926	9035.8438	18755.1484	22029.7852	5393.9546	3893.5251	4956.7119	12965.9111	10550.6748	37071.5156	37860.1562	9775.9893	7028.3608	4024.4976	21042.9766	23752.9902
sp|P62913|RL11_HUMAN	P62913	RL11_HUMAN	RPL11	178	Homo sapiens	60S ribosomal protein L11	1:Experimental evidence at protein level	5.06	0.9840	0.9990	1	1	1	1	1	1	1803995	1803995	1803995	9K(304.2072), N-term(304.2072)			35129.3906	45742.1484	14594.3662	4714.5962	14320.6191	20319.7266	2096.0391	1216.0206	2650.1138	4476.5859	6227.0747	12176.7529	30743.2969	5440.8931	7863.2725	3388.6770	19302.1465	18058.9336
sp|Q06481|APLP2_HUMAN	Q06481	APLP2_HUMAN	APLP2	763	Homo sapiens	Amyloid beta precursor like protein 2	1:Experimental evidence at protein level	1.70	0.9840	0.9990	1	1	1	1	1	1	     0	     0	     0	12C(57.0215), 3C(57.0215), N-term(304.2072)			22183.0645	55673.8750	10122.4355	1625.6302	2243.8862	0.0000	0.0000	0.0000	0.0000	2494.7385	2781.2649	5310.0073	7838.6675	2777.3826	1222.3251	0.0000	1877.1982	2828.3113
sp|Q13641|TPBG_HUMAN	Q13641	TPBG_HUMAN	TPBG	420	Homo sapiens	Trophoblast glycoprotein	1:Experimental evidence at protein level	2.62	0.9840	0.9990	1	1	1	1	1	1	487515	487515	487515	N-term(304.2072)			18822.2383	39986.8984	9457.0420	2693.1538	2149.6335	0.0000	0.0000	0.0000	0.0000	2334.0222	2190.6416	1282.9199	3247.1863	0.0000	1362.1919	0.0000	3427.6450	2173.7002
sp|Q16134|ETFD_HUMAN	Q16134	ETFD_HUMAN	ETFDH	617	Homo sapiens	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial	1:Experimental evidence at protein level	1.78	0.9840	0.9990	1	1	1	1	1	1	204324	204324	204324	11K(304.2072), N-term(304.2072)			16051.4893	38685.3789	7779.6079	3506.6499	7709.9077	1298.3815	0.0000	1144.5658	0.0000	4459.1997	4708.1968	9085.0635	10580.6064	3401.0618	1664.4254	2667.8921	13580.4785	7571.0117
sp|Q5TGZ0|MIC10_HUMAN	Q5TGZ0	MIC10_HUMAN	MICOS10	78	Homo sapiens	MICOS complex subunit MIC10	1:Experimental evidence at protein level	10.26	0.9840	0.9990	1	1	1	1	1	1	2184471	2184471	2184471	1C(57.0215), 8K(304.2072), N-term(304.2072)			19525.9863	129431.7969	37374.4414	15213.7969	17382.1465	5495.6660	13433.9951	3858.4316	18932.6641	27565.5488	19732.5195	20292.5762	66538.6094	20714.4902	33691.0898	36819.3281	37834.4883	36576.1953
sp|Q5VUM1|SDHF4_HUMAN	Q5VUM1	SDHF4_HUMAN	SDHAF4	108	Homo sapiens	Succinate dehydrogenase assembly factor 4, mitochondrial	1:Experimental evidence at protein level	7.41	0.9840	0.9990	1	1	1	1	1	1	7419998	7419998	7419998	8K(304.2072), N-term(304.2072)			26619.9355	82213.4609	122618.4219	13364.2295	10352.1982	1300.3329	5964.4712	3439.0491	7403.8462	13609.1309	17545.5352	11323.9775	39557.3398	7473.0356	14776.4678	9361.2480	25859.9883	26933.6719
sp|Q69YW2|STUM_HUMAN	Q69YW2	STUM_HUMAN	STUM	141	Homo sapiens	Protein stum homolog	1:Experimental evidence at protein level	9.22	0.9840	0.9990	1	1	1	1	1	1	1200068	1200068	1200068	N-term(304.2072)			26344.8457	63366.1914	16281.9189	3197.7456	4827.4189	0.0000	1225.6888	2210.1763	1003.1794	7089.0615	2310.1274	6407.3999	13121.8535	3039.5261	4933.8511	2032.9899	7215.3989	4629.2466
sp|Q8N7R7|CCYL1_HUMAN	Q8N7R7	CCYL1_HUMAN	CCNYL1	359	Homo sapiens	Cyclin-Y-like protein 1	1:Experimental evidence at protein level	2.23	0.9840	0.9990	1	0	1	1	0	1	494682	     0	494682	8K(304.2072), N-term(304.2072)		sp|Q8ND76|CCNY_HUMAN	37339.8125	88228.5156	21307.3086	4965.3716	13996.4385	1806.0415	0.0000	0.0000	2964.8379	7242.7402	5386.4727	14420.5957	27251.2090	6082.5801	5684.3589	4551.2266	19854.0234	10031.8359
sp|Q969L2|MAL2_HUMAN	Q969L2	MAL2_HUMAN	MAL2	176	Homo sapiens	Protein MAL2	1:Experimental evidence at protein level	6.25	0.9840	0.9990	1	1	1	1	1	1	487921	487921	487921	N-term(304.2072)			11367.4180	49772.5117	15839.2256	1713.2529	6395.3340	0.0000	1741.8600	1425.0514	1356.9760	2419.2480	3664.7512	3134.6106	10320.1807	2143.5667	2521.6038	1153.5562	5388.4937	4492.6113
sp|Q9BQ48|RM34_HUMAN	Q9BQ48	RM34_HUMAN	MRPL34	92	Homo sapiens	39S ribosomal protein L34, mitochondrial	1:Experimental evidence at protein level	10.87	0.9840	0.9990	1	1	1	1	1	1	778151	778151	778151	10K(304.2072), N-term(304.2072)			24241.6191	182391.0781	34839.5898	9737.0967	5779.4282	1459.8108	3660.8892	1333.4319	2321.9624	5290.1938	5494.7529	7195.3730	18342.0879	4064.6558	6458.5078	6239.1079	12529.6758	8471.8105
sp|Q9NWQ8|PHAG1_HUMAN	Q9NWQ8	PHAG1_HUMAN	PAG1	432	Homo sapiens	Phosphoprotein associated with glycosphingolipid-enriched microdomains 1	1:Experimental evidence at protein level	2.55	0.9840	0.9990	1	1	1	1	1	1	448565	448565	448565	N-term(304.2072)			77221.4141	84712.3594	20710.1426	3649.2034	6351.2715	2986.4438	1160.6376	0.0000	1167.3224	5030.6973	3897.9275	9951.1855	13184.4082	5426.6450	4457.6279	3604.7358	6483.3789	5460.5435
sp|Q9UJZ1|STML2_HUMAN	Q9UJZ1	STML2_HUMAN	STOML2	356	Homo sapiens	Stomatin-like protein 2, mitochondrial	1:Experimental evidence at protein level	4.49	0.9840	0.9990	1	1	1	1	1	1	261559	261559	261559	N-term(304.2072)			9085.5713	19166.3945	7034.0557	1080.0175	6624.3379	2424.2168	0.0000	0.0000	2778.8042	0.0000	3252.8086	7018.8130	15170.1455	4041.6631	1401.5505	2118.5095	7497.1763	6644.3364
sp|P35052|GPC1_HUMAN	P35052	GPC1_HUMAN	GPC1	558	Homo sapiens	Glypican-1	1:Experimental evidence at protein level	1.61	0.9839	0.9990	1	1	1	1	1	1	643972	643972	643972	5C(57.0215), 9K(304.2072), N-term(304.2072)			124277.0547	83387.1484	31617.0781	5549.2144	7992.0356	0.0000	0.0000	0.0000	1628.2789	7369.1514	5102.8760	8471.0303	13149.3711	3685.8210	2404.2000	1335.6479	8081.3540	5513.1816
sp|Q96MW1|CCD43_HUMAN	Q96MW1	CCD43_HUMAN	CCDC43	224	Homo sapiens	Coiled-coil domain-containing protein 43	1:Experimental evidence at protein level	4.02	0.9839	0.9990	1	1	1	1	1	1	773159	773159	773159	7K(304.2072), N-term(304.2072)			74761.7891	179033.3281	51330.7812	19816.6465	22799.2441	5990.7144	2683.5178	3072.3843	3569.4290	10817.2344	10307.7197	22421.2988	32665.6367	9492.8477	9622.2324	4025.5630	30161.5547	16939.6113
sp|Q9BRA2|TXD17_HUMAN	Q9BRA2	TXD17_HUMAN	TXNDC17	123	Homo sapiens	Thioredoxin domain-containing protein 17	1:Experimental evidence at protein level	7.32	0.9839	0.9990	1	1	1	1	1	1	312798	312798	312798	9K(304.2072), N-term(304.2072)			16232.7217	32288.1582	7970.9355	2509.8657	13007.2188	2480.6697	2020.9207	0.0000	0.0000	2685.1592	3459.9165	9483.9229	15193.5957	4754.9062	3083.7910	2487.6995	16539.6250	10126.7227
sp|Q9UBQ7|GRHPR_HUMAN	Q9UBQ7	GRHPR_HUMAN	GRHPR	328	Homo sapiens	Glyoxylate reductase/hydroxypyruvate reductase	1:Experimental evidence at protein level	3.05	0.9839	0.9990	1	1	1	1	1	1	310667	310667	310667	10K(304.2072), N-term(304.2072)			21203.3398	31914.6016	10665.5498	2632.9988	18600.7988	1892.1342	0.0000	1339.6410	2608.3616	7482.1836	6584.0059	16260.0410	20990.3848	4169.4038	3522.1013	3630.4651	17124.6289	12274.3691
sp|P05166|PCCB_HUMAN	P05166	PCCB_HUMAN	PCCB	539	Homo sapiens	Propionyl-CoA carboxylase beta chain, mitochondrial	1:Experimental evidence at protein level	1.86	0.9838	0.9990	1	1	1	1	1	1	240430	240430	240430	10K(304.2072), N-term(304.2072)			27274.1465	46165.6211	14735.6182	5866.2427	11250.8887	3240.6294	1956.4402	1513.9131	0.0000	5353.6982	3762.5408	13466.5723	18923.2754	8967.3115	3852.3955	4862.1270	17603.6738	7981.7876
sp|P26440|IVD_HUMAN	P26440	IVD_HUMAN	IVD	426	Homo sapiens	Isovaleryl-CoA dehydrogenase, mitochondrial	1:Experimental evidence at protein level	1.88	0.9838	0.9990	1	1	1	1	1	1	289889	289889	289889	8K(304.2072), N-term(304.2072)			22894.3047	51655.6055	11163.4961	4737.7236	10716.5303	3400.9158	0.0000	2202.2188	4025.6497	7393.8130	7763.3896	14282.6172	20116.6191	3589.4314	4859.1143	3877.6926	13476.5117	9596.7920
sp|Q8N3P4|VPS8_HUMAN	Q8N3P4	VPS8_HUMAN	VPS8	1428	Homo sapiens	Vacuolar protein sorting-associated protein 8 homolog	1:Experimental evidence at protein level	2.31	0.9838	0.9990	1	1	1	2	2	2	545332	545332	545332	22C(57.0215), 33K(304.2072), 7K(304.2072), 9M(15.9949), N-term(304.2072)			35330.4863	170338.5859	31334.9492	16096.3101	4239.8523	0.0000	1522.5214	0.0000	0.0000	0.0000	7325.3198	3881.9365	7946.9702	0.0000	2975.5547	1696.3414	19934.1455	5118.4392
sp|Q96AG3|S2546_HUMAN	Q96AG3	S2546_HUMAN	SLC25A46	418	Homo sapiens	Mitochondrial outer membrane protein SLC25A46	1:Experimental evidence at protein level	2.63	0.9838	0.9990	1	1	1	1	1	1	523402	523402	523402	N-term(304.2072)			19376.5957	48025.3906	15785.1250	5763.2397	10387.3887	3425.8193	1464.7340	2498.8154	3721.9819	6989.6431	9435.4287	15031.6816	23093.6289	7398.9819	6290.0034	4654.9873	12554.5713	5815.7915
sp|Q99536|VAT1_HUMAN	Q99536	VAT1_HUMAN	VAT1	393	Homo sapiens	Synaptic vesicle membrane protein VAT-1 homolog	1:Experimental evidence at protein level	2.80	0.9838	0.9990	1	1	1	1	1	1	492427	492427	492427	9K(304.2072), N-term(304.2072)			28440.9258	28824.0430	9986.9375	5886.9253	21128.5078	2961.3201	1331.1478	1167.3501	2461.6599	5880.2935	5303.1973	18727.7480	24562.8125	11968.9707	6061.7373	6445.6328	15350.7510	11207.8486
sp|Q9NQX3|GEPH_HUMAN	Q9NQX3	GEPH_HUMAN	GPHN	736	Homo sapiens	Gephyrin	1:Experimental evidence at protein level	1.90	0.9838	0.9990	1	1	1	1	1	1	     0	     0	     0	N-term(304.2072)			12233.3936	30984.7109	6991.2651	3325.0066	4902.8657	0.0000	0.0000	0.0000	0.0000	3708.9048	3036.5322	5265.7104	12113.4111	2347.4192	2715.8752	1516.8868	11000.6543	6156.5820
sp|Q9NVT9|ARMC1_HUMAN	Q9NVT9	ARMC1_HUMAN	ARMC1	282	Homo sapiens	Armadillo repeat-containing protein 1	1:Experimental evidence at protein level	2.84	0.9838	0.9990	1	1	1	1	1	1	568215	568215	568215	8K(304.2072), N-term(304.2072)			29073.1230	83483.5859	28214.9785	5941.9756	27390.4336	6741.0229	2364.4082	3876.1221	5036.2021	20183.8730	9829.8486	28801.6074	50968.5430	18751.8906	8144.9121	12473.7822	33925.2852	25768.0957
sp|P20366|TKN1_HUMAN	P20366	TKN1_HUMAN	TAC1	129	Homo sapiens	Protachykinin-1	1:Experimental evidence at protein level	6.20	0.9837	0.9990	1	1	1	1	1	1	718323	718323	718323	8K(304.2072), N-term(304.2072)			29696.9238	44096.5000	40408.2930	7824.5752	7719.7041	1325.0270	3271.2185	0.0000	3976.5876	13089.2617	9918.3477	8641.1367	47353.8711	7440.5835	10910.1875	15667.1084	13048.6201	9474.2764
sp|Q9BX67|JAM3_HUMAN	Q9BX67	JAM3_HUMAN	JAM3	310	Homo sapiens	Junctional adhesion molecule C	1:Experimental evidence at protein level	2.58	0.9837	0.9990	1	1	1	1	1	1	2259528	2259528	2259528	N-term(304.2072)			126252.9141	123277.1719	34257.6562	7625.2866	23404.2539	4411.9521	3230.6475	2776.0537	3855.6643	7523.9438	6161.0361	20197.3672	16651.0371	2603.2378	6260.9590	3485.8882	12988.0713	12543.3574
sp|Q9UPP2|IQEC3_HUMAN	Q9UPP2	IQEC3_HUMAN	IQSEC3	1182	Homo sapiens	IQ motif and SEC7 domain-containing protein 3	2:Experimental evidence at transcript level	0.93	0.9837	0.9990	1	0	1	1	0	1	699364	     0	699364	N-term(304.2072)		tr|A0A0G2JN53|A0A0G2JN53_HUMAN	15998.3271	79169.9219	25265.3691	3073.3516	4983.7314	0.0000	2067.5349	0.0000	1874.7795	4725.5889	4567.3247	8192.3125	16038.1074	3644.6099	5056.0005	2239.7417	10431.7119	6994.0347
sp|Q96P47|AGAP3_HUMAN	Q96P47	AGAP3_HUMAN	AGAP3	875	Homo sapiens	Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3	1:Experimental evidence at protein level	0.91	0.9835	0.9990	1	0	1	1	0	1	4036845	     0	4036845	8K(304.2072), N-term(304.2072)		sp|Q9UPQ3|AGAP1_HUMAN	23241.3223	57970.3047	19807.1914	7370.6914	29213.5586	1180.4659	2252.4165	2354.2156	2557.3914	7498.2568	12344.2373	24054.8926	41315.9453	8561.1855	7721.8403	5037.2266	36408.9766	20768.7520
sp|Q9NNW7|TRXR2_HUMAN	Q9NNW7	TRXR2_HUMAN	TXNRD2	524	Homo sapiens	Thioredoxin reductase 2, mitochondrial	1:Experimental evidence at protein level	2.10	0.9835	0.9990	1	1	1	1	1	1	     0	     0	     0	11K(304.2072), N-term(304.2072)			20451.6523	55349.1914	20669.4746	7074.1914	13101.0020	1621.1233	1655.2849	0.0000	0.0000	9793.9131	9081.2930	13483.8965	23360.0176	7696.5112	4805.3921	3607.8650	21500.5918	15706.7275
sp|P16615|AT2A2_HUMAN	P16615	AT2A2_HUMAN	ATP2A2	1042	Homo sapiens	Sarcoplasmic/endoplasmic reticulum calcium ATPase 2	1:Experimental evidence at protein level	0.86	0.9834	0.9990	1	1	1	1	1	1	588340	588340	588340	4C(57.0215), 9K(304.2072), N-term(304.2072)			39947.1719	86894.9297	11700.7852	5805.1147	10912.8564	1569.5404	1218.7432	0.0000	0.0000	4743.6694	8764.3838	10843.9902	28962.2363	1922.0896	3757.6814	2298.7366	18000.3906	9689.8145
sp|P34741|SDC2_HUMAN	P34741	SDC2_HUMAN	SDC2	201	Homo sapiens	Syndecan-2	1:Experimental evidence at protein level	4.48	0.9832	0.9989	1	1	1	1	1	1	974124	974124	974124	1K(304.2072), 9K(304.2072), N-term(304.2072)			56206.3945	211373.2812	23211.0000	17173.9805	9200.9307	7690.1021	3074.0588	1938.5084	3494.2446	5447.0107	7461.8213	11441.8350	22038.2871	4319.7656	6933.6113	3332.9282	11255.5371	8309.9395
sp|P52815|RM12_HUMAN	P52815	RM12_HUMAN	MRPL12	198	Homo sapiens	39S ribosomal protein L12, mitochondrial	1:Experimental evidence at protein level	5.05	0.9832	0.9989	1	1	1	1	1	1	215103	215103	215103	10K(304.2072), N-term(304.2072)			6495.9121	15432.6641	10623.3564	2269.9902	10259.6875	1723.5615	2505.9216	2389.2700	1576.1615	4926.5664	3507.7473	4938.8550	13733.4297	3044.6531	3506.1182	4938.1504	12582.0117	8328.1182
